"";"tax_label";"date";"filter_type";"sampling_time";"sampleID";"rel_abund"
"193";"Planctomycetacia__Planctomycetales__Schlesneriaceae__Schlesneria";2020-06-25;"BODAC_2";"after";"OBER.036";0,0221291021234521
"194";"Planctomycetacia__Planctomycetales__Schlesneriaceae__Schlesneria";2020-09-15;"BODAC_2";"after";"OBER.030";0,016255182811911
"195";"Planctomycetacia__Planctomycetales__Schlesneriaceae__Schlesneria";2020-12-14;"BODAC_2";"after";"OBER.024";0,0259452841738475
"196";"Planctomycetacia__Planctomycetales__Schlesneriaceae__Schlesneria";2021-06-16;"BODAC_2";"after";"OBER.013";0,0150971881487073
"197";"Planctomycetacia__Planctomycetales__Schlesneriaceae__Schlesneria";2021-09-08;"BODAC_2";"after";"OBER.007";0,0159792599575772
"198";"Planctomycetacia__Planctomycetales__uncultured__metagenome";2020-03-04;"BODAC_2";"after";"OBER.042";0,0804879197475628
"199";"Planctomycetacia__Planctomycetales__uncultured__metagenome";2020-06-25;"BODAC_1";"after";"OBER.035";0,0108352569840298
"200";"Planctomycetacia__Planctomycetales__uncultured__metagenome";2020-06-25;"BODAC_2";"after";"OBER.036";0,0813126795046848
"201";"Planctomycetacia__Planctomycetales__uncultured__metagenome";2020-09-15;"BODAC_1";"after";"OBER.029";0,0159770006598171
"202";"Planctomycetacia__Planctomycetales__uncultured__metagenome";2020-09-15;"BODAC_2";"after";"OBER.030";0,0590840557859028
"203";"Planctomycetacia__Planctomycetales__uncultured__metagenome";2020-12-14;"BODAC_2";"after";"OBER.024";0,0253802326128926
"204";"Planctomycetacia__Planctomycetales__uncultured__metagenome";2021-06-16;"BODAC_2";"after";"OBER.013";0,0402434421588979
"205";"Planctomycetacia__Planctomycetales__uncultured__metagenome";2021-09-08;"BODAC_1";"after";"OBER.006";0,0112174199934015
"206";"Planctomycetacia__Planctomycetales__uncultured__metagenome";2021-09-08;"BODAC_2";"after";"OBER.007";0,023898185246288
"207";"Planctomycetacia__Planctomycetales__uncultured__uncultured bacterium";2020-03-04;"BODAC_2";"after";"OBER.042";0,0429049121650261
"208";"Planctomycetacia__Planctomycetales__uncultured__uncultured bacterium";2020-06-25;"BODAC_2";"after";"OBER.036";0,0231178492396064
"209";"Planctomycetacia__Planctomycetales__uncultured__uncultured bacterium";2020-09-15;"BODAC_2";"after";"OBER.030";0,0144647568790049
"210";"Planctomycetacia__Planctomycetales__uncultured__uncultured bacterium";2020-12-14;"BODAC_2";"after";"OBER.024";0,0139379385035551
"211";"Planctomycetacia__Planctomycetales__uncultured__uncultured bacterium";2021-06-16;"BODAC_2";"after";"OBER.013";0,0212304208341196
"212";"Planctomycetacia__Planctomycetales__uncultured__uncultured bacterium";2021-09-08;"BODAC_2";"after";"OBER.007";0,0100400659910441
"213";"Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__uncultured";2020-03-04;"BODAC_1";"after";"OBER.041";0,0142702397211887
"214";"Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__uncultured";2020-06-25;"BODAC_1";"after";"OBER.035";0,0435294671880153
"215";"Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__uncultured";2021-03-25;"BODAC_1";"after";"OBER.018";0,0108772425483825
"216";"Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__uncultured";2021-06-16;"BODAC_1";"after";"OBER.012";0,0131969646981194
